"ESTU_GENERO","ESTU_CONSECUTIVO","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","FAMI_ESTRATOVIVIENDA","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_NUMLIBROS","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","COLE_NATURALEZA","COLE_BILINGUE","COLE_JORNADA","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL"
"M","SB11202040406712","Si","CAUCA",19,"Sin Estrato","Educación profesional completa","Educación profesional completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",55,48,42,32,31,216
"M","SB11202040516651","No","ANTIOQUIA",5,"Estrato 2","Ninguno","Ninguno","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","Más de 30 horas","NO OFICIAL","N","SABATINA",51,53,50,51,40,252
"M","SB11202040465261","No","HUILA",41,"Estrato 3","Secundaria (Bachillerato) incompleta","Primaria incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","OFICIAL","N","TARDE",57,60,53,49,52,273
"M","SB11202040066333","No","BOGOTÁ",11,"Estrato 4","Educación profesional completa","Técnica o tecnológica completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja en el hogar, no trabaja o estudia","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","NO OFICIAL","N","COMPLETA",64,59,68,61,65,316
"M","SB11202040506857","No","VALLE",76,"Estrato 3","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","No sabe","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",43,36,38,30,36,183
"F","SB11202040526791","No","VALLE",76,"Estrato 3","Primaria incompleta","Secundaria (Bachillerato) completa",NA,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",NA,"Entre 30 y 60 minutos","30 minutos o menos",NA,"OFICIAL","N","UNICA",31,26,31,34,35,154
"F","SB11202040186097","No","TOLIMA",73,"Estrato 2","Educación profesional completa","Secundaria (Bachillerato) completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",59,62,55,45,52,275
"F","SB11202040189327","No","BOGOTÁ",11,"Estrato 2","Secundaria (Bachillerato) incompleta","Primaria incompleta","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","11 A 25 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","0","OFICIAL","N","TARDE",69,69,73,71,63,350
"F","SB11202040215611","No","ANTIOQUIA",5,"Estrato 3","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa",NA,"Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 11 y 20 horas","NO OFICIAL","N","UNICA",41,43,32,34,33,186
"M","SB11202040512394","No","CALDAS",17,"Estrato 2","No sabe","No sabe","Es agricultor, pesquero o jornalero",NA,NA,"30 minutos o menos","30 minutos o menos",NA,"OFICIAL","N","SABATINA",27,0,32,29,0,102
"M","SB11202040555501","No","BOLIVAR",13,"Estrato 1","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","0","OFICIAL","N","TARDE",46,50,57,44,48,246
"M","SB11202040272808","No","VALLE",76,"Estrato 2","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","0 A 10 LIBROS","No leo por entretenimiento","Entre 30 y 60 minutos","0","OFICIAL","S","MAÑANA",51,62,51,44,49,259
"F","SB11202040235347","No","BOGOTÁ",11,"Estrato 4","Postgrado","Educación profesional incompleta","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","MÁS DE 100 LIBROS","Entre 1 y 2 horas","Más de 3 horas","0","NO OFICIAL","N","COMPLETA",67,64,65,70,70,334
"F","SB11202040278648","No","QUINDIO",63,"Estrato 3","Primaria incompleta","Primaria incompleta","Trabaja por cuenta propia (por ejemplo plomero, electricista)","No sabe","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","Más de 30 horas","OFICIAL","N","UNICA",55,46,51,45,31,239
"F","SB11202040219612","No","CUNDINAMARCA",25,"Estrato 1","Primaria completa","Primaria completa","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL",NA,"SABATINA",52,48,39,51,30,231
"M","SB11202040226718","No","TOLIMA",73,"Estrato 1","Primaria incompleta","Primaria incompleta","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es agricultor, pesquero o jornalero","11 A 25 LIBROS","Entre 1 y 2 horas","Entre 30 y 60 minutos","Más de 30 horas","NO OFICIAL","N","SABATINA",31,45,30,28,37,169
"M","SB11202040099900","No","TOLIMA",73,"Estrato 3","Secundaria (Bachillerato) completa","Educación profesional completa","Pensionado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","0 A 10 LIBROS","30 minutos o menos","Más de 3 horas","Menos de 10 horas","OFICIAL","N","UNICA",63,58,53,61,39,286
"M","SB11202040036457","No","ANTIOQUIA",5,"Estrato 4","Educación profesional incompleta","Técnica o tecnológica incompleta","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","No leo por entretenimiento","Más de 3 horas","0","NO OFICIAL","N","COMPLETA",57,49,55,59,70,281
"F","SB11202040196185","No","MAGDALENA",47,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Trabaja en el hogar, no trabaja o estudia","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","Entre 11 y 20 horas","OFICIAL","N","UNICA",48,46,39,41,32,213
"M","SB11202040227480","No","SANTANDER",68,"Estrato 3","Técnica o tecnológica completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos",NA,"NO OFICIAL","N","COMPLETA",71,65,63,67,54,328
"F","SB11202040167384","No","CORDOBA",23,"Estrato 1","Técnica o tecnológica incompleta","Primaria incompleta","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","OFICIAL","N","UNICA",32,41,27,33,34,167
"F","SB11202040313561","Si","CHOCO",27,"Estrato 3","Primaria incompleta","Primaria completa","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Menos de 10 horas","OFICIAL","N","MAÑANA",35,37,35,31,34,172
"F","SB11202040359295","No","CAUCA",19,"Estrato 1","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Es agricultor, pesquero o jornalero","Es vendedor o trabaja en atención al público","0 A 10 LIBROS","30 minutos o menos","Más de 3 horas","0","OFICIAL","N","COMPLETA",46,41,45,41,41,215
"M","SB11202040192468","Si","SUCRE",70,"Estrato 1","Ninguno","Ninguno","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL","N","MAÑANA",35,35,34,42,35,182
"M","SB11202040050712","No","BOGOTÁ",11,"Estrato 2","No sabe","No sabe","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","NO OFICIAL","N","COMPLETA",65,61,51,52,45,282
"M","SB11202040190724","No","MAGDALENA",47,"Estrato 2","No Aplica","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","No leo por entretenimiento","No Navega Internet","Entre 11 y 20 horas","OFICIAL",NA,"UNICA",44,42,44,31,45,203
"F","SB11202040200952","No","BOYACA",15,"Estrato 2","Primaria completa","Primaria completa","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","0 A 10 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",32,50,55,30,66,218
"F","SB11202040225039","No","CAQUETA",18,"Estrato 1","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","11 A 25 LIBROS","No leo por entretenimiento","Más de 3 horas","0","OFICIAL","N","MAÑANA",47,51,45,40,38,226
"F","SB11202040247242","No","ANTIOQUIA",5,"Estrato 1","Primaria completa","Secundaria (Bachillerato) completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","0 A 10 LIBROS","Más de 2 horas","30 minutos o menos","0","NO OFICIAL",NA,"MAÑANA",59,48,51,50,38,255
"M","SB11202040352614","No","VALLE",76,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No sabe","No sabe","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","OFICIAL","N","MAÑANA",48,39,29,43,41,199
"F","SB11202040413514","No","CORDOBA",23,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 1 y 2 horas","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",54,42,48,44,44,234
"M","SB11202040249015","No","ANTIOQUIA",5,"Estrato 1","No sabe","No sabe","No sabe","No sabe","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",51,51,61,49,42,261
"F","SB11202040157057","No","MAGDALENA",47,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es vendedor o trabaja en atención al público","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","NO OFICIAL","N","MAÑANA",47,64,54,44,56,263
"M","SB11202040047148","No","BOGOTÁ",11,"Estrato 2","Técnica o tecnológica completa","Técnica o tecnológica completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Es operario de máquinas o conduce vehículos (taxita, chofer)","MÁS DE 100 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",59,54,47,75,60,294
"M","SB11202040266226","No","BOGOTÁ",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO OFICIAL","N","COMPLETA",43,54,45,53,34,238
"M","SB11202040180642","No","SANTANDER",68,"Estrato 2","Secundaria (Bachillerato) incompleta","Educación profesional completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","NO OFICIAL","N","NOCHE",61,64,61,63,67,313
"F","SB11202040147784","No","VALLE",76,"Estrato 1","Primaria incompleta","Secundaria (Bachillerato) completa","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","Más de 2 horas","30 minutos o menos","0","OFICIAL","N","UNICA",55,74,53,55,49,292
"F","SB11202040250554","No","QUINDIO",63,"Estrato 4","Técnica o tecnológica incompleta","Técnica o tecnológica completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","No leo por entretenimiento","Entre 30 y 60 minutos","0","OFICIAL","N","UNICA",63,58,67,59,47,303
"F","SB11202040337726","No","BOYACA",15,"Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","NO OFICIAL",NA,"COMPLETA",66,65,39,67,60,297
"M","SB11202040204014","No","BOYACA",15,"Estrato 2","Primaria incompleta","Primaria completa","Pensionado","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","OFICIAL","N","COMPLETA",61,68,60,72,54,322
"M","SB11202040177369","No","BOYACA",15,"Estrato 3","Educación profesional completa","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","Más de 2 horas","Más de 3 horas","Menos de 10 horas","OFICIAL","N","COMPLETA",58,61,58,42,51,272
"M","SB11202040458454","No","SUCRE",70,"Estrato 1","Primaria completa","Secundaria (Bachillerato) incompleta","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Es vendedor o trabaja en atención al público","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",57,63,57,55,47,286
"F","SB11202040491841","No","CUNDINAMARCA",25,"Estrato 1","Primaria incompleta","Primaria incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 11 y 20 horas","OFICIAL","N","MAÑANA",49,38,34,41,36,201
"M","SB11202040361009","No","NORTE SANTANDER",54,"Estrato 1","Primaria completa","Secundaria (Bachillerato) completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es vendedor o trabaja en atención al público","11 A 25 LIBROS","Entre 1 y 2 horas","Entre 1 y 3 horas","Entre 21 y 30 horas","OFICIAL","N","UNICA",62,58,63,63,47,302
"M","SB11202040125529","No","BOGOTÁ",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFICIAL","N","MAÑANA",64,59,63,61,63,309
"F","SB11202040382958","No","HUILA",41,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","11 A 25 LIBROS","No leo por entretenimiento","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL","N","MAÑANA",49,38,39,38,41,205
"M","SB11202040463376","No","HUILA",41,"Estrato 2","Educación profesional completa","Educación profesional incompleta","Pensionado","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","Entre 1 y 2 horas","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",75,66,68,69,49,340
"F","SB11202040367186","No","BOYACA",15,"Estrato 3","Postgrado","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","NO OFICIAL",NA,"COMPLETA",56,62,53,63,48,288
"F","SB11202040327306","No","ATLANTICO",8,"Estrato 3","Técnica o tecnológica incompleta","Secundaria (Bachillerato) completa","Trabaja en el hogar, no trabaja o estudia","Es vendedor o trabaja en atención al público","11 A 25 LIBROS","30 minutos o menos","Más de 3 horas","0","OFICIAL","N","TARDE",60,71,63,65,72,327
"M","SB11202040138793","No","ANTIOQUIA",5,"Estrato 4","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","11 A 25 LIBROS","No leo por entretenimiento","Más de 3 horas","0","OFICIAL","N","UNICA",71,72,50,67,66,325
"F","SB11202040290744","No","SUCRE",70,"Estrato 1","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","MÁS DE 100 LIBROS","Más de 2 horas","Entre 30 y 60 minutos","0","OFICIAL","N","UNICA",64,50,58,52,54,279
"M","SB11202040548818","No","CESAR",20,"Estrato 1","Ninguno","Primaria incompleta","Es agricultor, pesquero o jornalero",NA,"0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","Menos de 10 horas","OFICIAL","N","SABATINA",48,41,44,48,44,226
"M","SB11202040311145","No","BOGOTÁ",11,"Estrato 3","Postgrado","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","MÁS DE 100 LIBROS","No leo por entretenimiento","Más de 3 horas","Menos de 10 horas","NO OFICIAL","N","NOCHE",65,62,60,56,56,302
"F","SB11202040308373","Si","VALLE",76,"Estrato 1","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Es vendedor o trabaja en atención al público","0 A 10 LIBROS","30 minutos o menos","Más de 3 horas","0","OFICIAL","N","MAÑANA",42,47,48,40,53,225
"M","SB11202040080983","No","META",50,"Estrato 4","Educación profesional completa","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","OFICIAL","N","COMPLETA",61,62,64,70,67,322
